COMMON NAME,SCIENTIFIC NAME,OBSERVATION COUNT,STATE CODE,LOCALITY ID,LATITUDE,LONGITUDE,OBSERVATION DATE,Year,Month,Day,TIME OBSERVATIONS STARTED,OBSERVER ID,SAMPLING EVENT IDENTIFIER,PROTOCOL TYPE,DURATION MINUTES,EFFORT DISTANCE KM,NUMBER OBSERVERS,ALL SPECIES REPORTED,GROUP IDENTIFIER
Plain Tyrannulet,Inezia inornata,6,AR-P,L1007154,-26.343422,-58.2221639,2014-03-22,27,,,07:00:00,obsr428198,S30990004,Historical,,,3,1,
Plain Tyrannulet,Inezia inornata,X,AR-P,L1007154,-26.343422,-58.2221639,2014-03-21,27,,,06:00:00,obsr428198,S26636390,Historical,720,25,2,1,
Plain Tyrannulet,Inezia inornata,1,BR-MT,L875094,-17.1174301,-56.9291611,2014-08-14,27,,,,obsr37316,S19794255,eBird - Casual Observation,,,9,1,G996304
Plain Tyrannulet,Inezia inornata,X,PY-15,L4335519,-24.2738889,-59.3058333,2014-08-24,27,,,06:00:00,obsr540111,S27965275,eBird - Traveling Count,180,1,1,1,
Plain Tyrannulet,Inezia inornata,1,AR-A,L3180569,-25.085708,-64.0597183,2014-10-25,27,,,17:00:00,obsr139228,S20477187,eBird - Traveling Count,90,.644,14,1,
Plain Tyrannulet,Inezia inornata,1,PY-15,L2761959,-22.5402778,-59.6763889,2014-10-25,27,,,06:01:00,obsr430326,S20351031,eBird - Casual Observation,,,2,1,
Plain Tyrannulet,Inezia inornata,1,PY-15,L2761959,-22.5402778,-59.6763889,2014-10-26,27,,,06:32:00,obsr430326,S20351034,eBird - Casual Observation,,,1,1,
Plain Tyrannulet,Inezia inornata,1,AR-A,L847524,-25.1272576,-64.1168976,2014-10-27,27,,,08:10:00,obsr139228,S20477981,eBird - Traveling Count,90,1.207,14,1,
Plain Tyrannulet,Inezia inornata,X,BO-B,L1133586,-13.763229,-66.0984278,2014-09-12,27,,,06:45:00,obsr90467,S28880641,eBird - Traveling Count,600,16.093,5,1,
Plain Tyrannulet,Inezia inornata,1,BR-AC,L2894093,-9.6796441,-67.655345,2014-06-01,27,,,12:15:00,obsr412230,S18652084,eBird - Traveling Count,93,.75,1,1,
Plain Tyrannulet,Inezia inornata,1,BO-S,L831326,-17.6578445,-63.1425476,2014-10-12,27,,,,obsr21054,S29100395,Historical,,,8,1,
Plain Tyrannulet,Inezia inornata,7,AR-A,L3172807,-25.0854434,-64.0599918,2014-10-25,27,,,17:00:00,obsr425850,S20626777,eBird - Traveling Count,90,1.287,14,1,G1051036
Plain Tyrannulet,Inezia inornata,12,AR-A,L3177458,-24.9281628,-63.6468887,2014-10-27,27,,,08:10:00,obsr425850,S20706875,eBird - Traveling Count,95,1.287,14,1,G1056310
Plain Tyrannulet,Inezia inornata,5,AR-A,L3177458,-24.9281628,-63.6468887,2014-10-26,27,,,17:40:00,obsr425850,S20658949,eBird - Traveling Count,160,.322,14,1,G1054555
Plain Tyrannulet,Inezia inornata,X,AR-P,L2824565,-25.2684494,-58.7408924,2014-05-02,27,,,07:30:00,obsr228451,S18203508,eBird - Casual Observation,,,2,1,
Plain Tyrannulet,Inezia inornata,1,BR-AC,L2891795,-10.0143948,-67.8518479,2014-05-31,27,,,15:20:00,obsr412230,S18638895,eBird - Traveling Count,50,2.2,1,1,
Plain Tyrannulet,Inezia inornata,6,AR-H,L3172850,-25.5965226,-63.2361031,2014-10-26,27,,,09:40:00,obsr425850,S20627098,eBird - Traveling Count,80,1.609,14,1,G1051053
Plain Tyrannulet,Inezia inornata,11,AR-H,L3172831,-25.5772854,-63.3597851,2014-10-26,27,,,06:55:00,obsr425850,S20626982,eBird - Traveling Count,85,1.287,14,1,G1051046
Plain Tyrannulet,Inezia inornata,X,AR-P,L1007154,-26.343422,-58.2221639,2014-02-04,27,,,07:00:00,obsr228451,S16792387,eBird - Casual Observation,,,1,1,
Plain Tyrannulet,Inezia inornata,X,AR-P,L1007154,-26.343422,-58.2221639,2014-11-23,27,,,07:00:00,obsr228451,S20664111,eBird - Casual Observation,,,3,0,
Plain Tyrannulet,Inezia inornata,6,AR-P,L1007154,-26.343422,-58.2221639,2014-12-26,27,,,10:00:00,obsr228451,S21034400,eBird - Traveling Count,180,2,2,1,
Plain Tyrannulet,Inezia inornata,6,AR-P,L1007154,-26.343422,-58.2221639,2014-03-22,27,,,07:00:00,obsr228451,S17573623,eBird - Casual Observation,,,3,1,
Plain Tyrannulet,Inezia inornata,1,BO-S,L1008521,-20.01502,-63.53003,2014-10-13,27,,,,obsr21054,S29100492,Historical,,,8,1,
Plain Tyrannulet,Inezia inornata,1,PE-MDD,L599455,-12.4442778,-70.70425,2014-05-02,27,,,06:06:00,obsr287680,S18252259,eBird - Stationary Count,305,,1,1,
Plain Tyrannulet,Inezia inornata,1,PE-MDD,L599455,-12.4442778,-70.70425,2014-08-02,27,,,06:25:00,obsr287680,S19601805,eBird - Traveling Count,300,.064,10,1,
Plain Tyrannulet,Inezia inornata,10,AR-H,L2861879,-25.621716,-63.2615089,2014-05-17,27,,,07:30:00,obsr228451,S18452830,eBird - Casual Observation,,,6,1,
Plain Tyrannulet,Inezia inornata,X,BR-MT,L875085,-16.7842068,-56.844017,2014-08-07,27,,,07:00:00,obsr454809,S20025445,eBird - Traveling Count,480,8.047,13,1,G1012902
Plain Tyrannulet,Inezia inornata,1,BR-MT,L875094,-17.1174301,-56.9291611,2014-08-14,27,,,,obsr232297,S19794567,eBird - Casual Observation,,,9,1,G996304
Plain Tyrannulet,Inezia inornata,X,PY-19,L2762087,-21.02,-61.66,2014-08-24,27,,,,obsr598584,S22224523,Historical,,,,0,
Plain Tyrannulet,Inezia inornata,1,BR-MT,L875081,-17.3645242,-56.7751122,2014-08-28,27,,,06:00:00,obsr394935,S20746236,eBird - Traveling Count,240,3,1,1,
Plain Tyrannulet,Inezia inornata,X,BR-MT,L4258706,-16.7247302,-56.8580606,2014-10-01,27,,,,obsr292223,S27512903,eBird - Casual Observation,,,1,0,
Plain Tyrannulet,Inezia inornata,1,BR-MT,L874945,-16.4569228,-56.69135,2014-03-17,27,,,17:31:00,obsr248671,S18029969,eBird - Traveling Count,180,35.002,14,1,G869309
Plain Tyrannulet,Inezia inornata,1,BR-MT,L874945,-16.4569228,-56.69135,2014-03-17,27,,,17:31:00,obsr227035,S17505024,eBird - Traveling Count,180,35.002,14,1,G869309
Plain Tyrannulet,Inezia inornata,2,PY-19,L4226381,-21.8162296,-60.2268974,2014-09-20,27,,,07:10:00,obsr513441,S30487624,eBird - Traveling Count,240,4,4,1,
Plain Tyrannulet,Inezia inornata,3,PY-15,L4625333,-23.1105556,-59.2241667,2014-09-18,27,,,06:00:00,obsr513441,S29815355,eBird - Traveling Count,1200,5,5,1,
Plain Tyrannulet,Inezia inornata,X,AR-P,L3563628,-25.8521444,-57.9172306,2014-09-02,27,,,05:30:00,obsr531468,S22867846,eBird - Traveling Count,900,10,2,0,
Plain Tyrannulet,Inezia inornata,3,PY-15,L2761959,-22.5402778,-59.6763889,2014-09-18,27,,,06:00:00,obsr513441,S30261292,eBird - Traveling Count,840,20,4,1,
Plain Tyrannulet,Inezia inornata,1,BO-S,L994628,-18.1830503,-63.8772422,2014-07-09,27,,,07:10:00,obsr179592,S19197173,eBird - Traveling Count,85,.5,4,1,G965816
Plain Tyrannulet,Inezia inornata,1,AR-A,L3138238,-24.930439,-63.6541367,2014-10-27,27,,,08:00:00,obsr17450,S20357633,eBird - Traveling Count,90,1,14,1,G1036300
Plain Tyrannulet,Inezia inornata,1,BO-S,L1361472,-17.8394844,-63.1839584,2014-04-04,27,,,16:00:00,obsr220662,S17741404,eBird - Casual Observation,,,1,1,
Plain Tyrannulet,Inezia inornata,2,AR-A,L3137453,-25.08589,-64.5974,2014-10-25,27,,,17:00:00,obsr17450,S20350007,eBird - Traveling Count,60,1,14,1,G1036295
Plain Tyrannulet,Inezia inornata,2,BR-MT,L875085,-16.7842068,-56.844017,2015-08-28,27,,,06:30:00,obsr119128,S24799673,Historical,480,100,13,1,G1390219
Plain Tyrannulet,Inezia inornata,1,PE-JUN,L3781843,-11.419264,-74.764977,2015-07-09,27,,,06:00:00,obsr57292,S24211678,eBird - Traveling Count,355,4.007,3,1,G1343237
Plain Tyrannulet,Inezia inornata,1,BO-S,L1008520,-19.76365,-63.56358,2015-09-16,27,,,09:16:00,obsr30770,S25148730,eBird - Traveling Count,60,1.609,9,1,G1415347
Plain Tyrannulet,Inezia inornata,3,BO-B,L3895986,-13.6930556,-65.2130556,2015-08-29,27,,,14:00:00,obsr112693,S24963817,eBird - Traveling Count,170,.6,1,1,
Plain Tyrannulet,Inezia inornata,3,BO-B,L1133586,-13.763229,-66.0984278,2015-07-20,27,,,05:50:00,obsr112693,S24364052,eBird - Traveling Count,125,2,1,1,
Plain Tyrannulet,Inezia inornata,2,BO-B,L1133586,-13.763229,-66.0984278,2015-07-14,27,,,08:20:00,obsr112693,S24344894,eBird - Stationary Count,15,,1,1,
Plain Tyrannulet,Inezia inornata,4,BO-B,L3895986,-13.6930556,-65.2130556,2015-08-30,27,,,06:35:00,obsr112693,S25082012,eBird - Traveling Count,300,1.5,1,1,
Plain Tyrannulet,Inezia inornata,1,BO-B,L1133586,-13.763229,-66.0984278,2015-07-16,27,,,14:15:00,obsr112693,S24351088,eBird - Casual Observation,,,1,0,
Plain Tyrannulet,Inezia inornata,5,BO-B,L1133586,-13.763229,-66.0984278,2015-07-19,27,,,06:50:00,obsr112693,S24363846,eBird - Traveling Count,280,3.9,1,1,
Plain Tyrannulet,Inezia inornata,1,BO-B,L1133586,-13.763229,-66.0984278,2015-10-20,27,,,05:30:00,obsr142759,S25535905,eBird - Traveling Count,825,4.828,13,1,
Plain Tyrannulet,Inezia inornata,5,BO-B,L1133586,-13.763229,-66.0984278,2015-07-17,27,,,07:35:00,obsr112693,S24356328,eBird - Traveling Count,370,3,1,1,
Plain Tyrannulet,Inezia inornata,2,BO-S,L1008520,-19.76365,-63.56358,2015-08-29,27,,,11:30:00,obsr142759,S25278086,eBird - Traveling Count,290,6.437,7,1,
Plain Tyrannulet,Inezia inornata,1,BR-MT,L3879863,-16.6101396,-56.7302656,2015-08-15,27,,,15:30:00,obsr125057,S24855287,eBird - Traveling Count,140,8.047,10,1,G1393838
Plain Tyrannulet,Inezia inornata,1,BO-B,L3810035,-13.7391667,-65.4213889,2015-07-11,27,,,13:30:00,obsr112693,S24367749,eBird - Casual Observation,,,1,0,
Plain Tyrannulet,Inezia inornata,1,BO-B,L1133586,-13.763229,-66.0984278,2015-07-14,27,,,16:50:00,obsr112693,S24345174,eBird - Traveling Count,105,.9,1,1,
Plain Tyrannulet,Inezia inornata,2,BO-S,L3904532,-18.665882,-63.246529,2015-09-13,27,,,09:45:00,obsr30770,S25148780,eBird - Traveling Count,100,2.575,9,1,G1415365
Plain Tyrannulet,Inezia inornata,6,BO-B,L1133586,-13.763229,-66.0984278,2015-07-16,27,,,06:30:00,obsr112693,S24346563,eBird - Traveling Count,270,3,2,1,
Plain Tyrannulet,Inezia inornata,2,BO-B,L3921961,-13.4888889,-66.1027778,2015-09-03,27,,,06:20:00,obsr112693,S25130894,eBird - Traveling Count,230,1.3,1,1,
Plain Tyrannulet,Inezia inornata,3,PY-16,L3975606,-20.2922222,-58.5644444,2015-10-18,27,,,06:16:00,obsr354980,S34562893,eBird - Stationary Count,300,,1,1,G1945563
Plain Tyrannulet,Inezia inornata,5,BO-S,L1008522,-20.44882,-63.20817,2015-09-14,27,,,06:05:00,obsr30770,S25148761,eBird - Traveling Count,580,25.75,9,1,G1415358
Plain Tyrannulet,Inezia inornata,3,BO-B,L3947899,-13.4527778,-66.1166667,2015-09-11,27,,,06:30:00,obsr112693,S25347204,eBird - Traveling Count,330,2.8,1,1,
Plain Tyrannulet,Inezia inornata,X,BR-MT,L875081,-17.3645242,-56.7751122,2015-08-07,27,,,06:55:00,obsr601274,S24582682,eBird - Traveling Count,43,5,3,1,
Plain Tyrannulet,Inezia inornata,1,BR-MT,L875081,-17.3645242,-56.7751122,2015-08-18,27,,,15:30:00,obsr125057,S24855305,eBird - Traveling Count,220,35.406,10,1,G1393832
Plain Tyrannulet,Inezia inornata,3,BO-B,L3842471,-15.139286,-64.720723,2015-08-06,27,,,06:13:00,obsr104040,S24577560,eBird - Traveling Count,993,15,2,1,
Plain Tyrannulet,Inezia inornata,1,BR-MT,L891932,-16.3786111,-56.6208333,2015-08-21,27,,,10:45:00,obsr125057,S24898167,eBird - Traveling Count,90,2,10,1,G1397235
Plain Tyrannulet,Inezia inornata,2,BO-B,L3938611,-13.3847222,-65.9941667,2015-09-04,27,,,07:05:00,obsr112693,S25269679,eBird - Traveling Count,225,2.5,1,1,
Plain Tyrannulet,Inezia inornata,3,BR-MT,L971972,-17.2826279,-56.6988087,2015-08-11,27,,,06:00:00,obsr313216,S24656241,eBird - Casual Observation,,,8,0,G1377621
Plain Tyrannulet,Inezia inornata,2,BR-MT,L971972,-17.2826279,-56.6988087,2015-08-12,27,,,06:00:00,obsr56093,S24628786,eBird - Casual Observation,,,8,0,G1377622
Plain Tyrannulet,Inezia inornata,2,BO-S,L3939333,-20.4095899,-63.131339,2015-08-31,27,,,06:15:00,obsr142759,S25279385,eBird - Traveling Count,260,9.978,7,1,
Plain Tyrannulet,Inezia inornata,3,BR-MT,L971972,-17.2826279,-56.6988087,2015-08-11,27,,,06:00:00,obsr56093,S24628787,eBird - Casual Observation,,,8,0,G1377621
Plain Tyrannulet,Inezia inornata,2,BR-MT,L971972,-17.2826279,-56.6988087,2015-08-27,27,,,06:15:00,obsr119128,S24798992,eBird - Casual Observation,,,13,0,G1390176
Plain Tyrannulet,Inezia inornata,X,BR-MT,L971972,-17.2826279,-56.6988087,2015-08-05,27,,,06:22:00,obsr601274,S24576851,eBird - Traveling Count,314,20,3,1,
Plain Tyrannulet,Inezia inornata,X,PY-15,L3355482,-22.545,-59.31111,2015-02-11,27,,,15:13:00,obsr354980,S34562551,eBird - Casual Observation,,,1,1,G1264936
Plain Tyrannulet,Inezia inornata,1,BO-B,L3842461,-14.891975,-64.891081,2015-08-09,27,,,07:04:00,obsr104040,S24577497,eBird - Traveling Count,450,5,2,1,
Plain Tyrannulet,Inezia inornata,2,BR-MT,L971972,-17.2826279,-56.6988087,2015-08-12,27,,,06:00:00,obsr313216,S24656238,eBird - Casual Observation,,,8,0,G1377622
Plain Tyrannulet,Inezia inornata,2,BO-B,L4081872,-14.0833333,-66.8186111,2015-09-13,27,,,15:35:00,obsr112693,S26390042,eBird - Stationary Count,40,,1,1,
Plain Tyrannulet,Inezia inornata,1,BR-MT,L3881208,-16.5937373,-56.7225194,2015-08-16,27,,,08:30:00,obsr125057,S24855249,eBird - Traveling Count,285,3.4,10,1,G1393988
Plain Tyrannulet,Inezia inornata,1,BO-S,L3912591,-20.222028,-63.461578,2015-09-15,27,,,16:48:00,obsr30770,S25148740,eBird - Traveling Count,65,5.793,9,1,G1415353
Plain Tyrannulet,Inezia inornata,3,BR-MT,L3129903,-16.7006556,-56.8422318,2015-08-13,27,,,06:00:00,obsr313216,S24656237,eBird - Casual Observation,,,8,0,G1377623
Plain Tyrannulet,Inezia inornata,3,BR-MT,L3129903,-16.7006556,-56.8422318,2015-08-13,27,,,06:00:00,obsr56093,S24628785,eBird - Casual Observation,,,8,0,G1377623
Plain Tyrannulet,Inezia inornata,3,BO-S,L3939258,-20.4447767,-62.992855,2015-08-30,27,,,07:00:00,obsr142759,S25278998,eBird - Traveling Count,520,10.944,7,1,
Plain Tyrannulet,Inezia inornata,1,BR-MT,L3879930,-17.1908337,-56.9225264,2015-08-19,27,,,08:30:00,obsr125057,S24855311,eBird - Traveling Count,280,83.686,10,1,G1393830
Plain Tyrannulet,Inezia inornata,3,BO-B,L3842460,-15.152846,-64.739893,2015-08-10,27,,,06:11:00,obsr104040,S24577479,eBird - Traveling Count,400,15,2,1,
Plain Tyrannulet,Inezia inornata,1,BO-S,L831297,-17.7664245,-63.0697632,2015-09-12,27,,,13:58:00,obsr30770,S25148788,eBird - Traveling Count,158,1.609,9,1,G1415368
Plain Tyrannulet,Inezia inornata,2,BO-S,L831297,-17.7664245,-63.0697632,2015-09-02,27,,,06:10:00,obsr142759,S25290910,eBird - Traveling Count,350,2.253,12,1,
Plain Tyrannulet,Inezia inornata,1,BO-S,L831297,-17.7664245,-63.0697632,2015-09-12,27,,,13:58:00,obsr37316,S25006533,eBird - Traveling Count,158,1.609,9,1,G1415368
Plain Tyrannulet,Inezia inornata,1,PY-15,L3175284,-25.2252861,-57.6998091,2015-08-23,27,,,05:45:00,obsr430326,S24731803,eBird - Traveling Count,420,10,2,1,
Plain Tyrannulet,Inezia inornata,4,BO-B,L3945566,-13.8166667,-66.4944444,2015-09-15,27,,,06:40:00,obsr112693,S26390127,eBird - Traveling Count,340,3.9,1,1,
Plain Tyrannulet,Inezia inornata,4,BO-B,L3945566,-13.8166667,-66.4944444,2015-09-07,27,,,06:00:00,obsr112693,S25325816,eBird - Traveling Count,320,2.7,1,1,
Plain Tyrannulet,Inezia inornata,4,BO-S,L3904521,-18.45675,-63.185828,2015-09-13,27,,,06:58:00,obsr30770,S25148786,eBird - Traveling Count,123,3.219,9,1,G1415367
Plain Tyrannulet,Inezia inornata,1,BO-S,L3842492,-18.070818,-62.641748,2015-07-28,27,,,06:01:00,obsr104040,S24577631,eBird - Traveling Count,871,19.999,4,1,
Plain Tyrannulet,Inezia inornata,3,BO-B,L3921912,-13.4068056,-66.0347778,2015-09-02,27,,,08:35:00,obsr112693,S25130211,eBird - Traveling Count,45,.2,1,1,
Plain Tyrannulet,Inezia inornata,3,BO-B,L1059575,-14.8754463,-64.8749542,2015-08-08,27,,,06:57:00,obsr104040,S24577498,eBird - Traveling Count,384,10,3,1,
Plain Tyrannulet,Inezia inornata,2,BO-B,L1059575,-14.8754463,-64.8749542,2015-08-11,27,,,13:37:00,obsr104040,S24587563,eBird - Traveling Count,131,2,6,1,
Plain Tyrannulet,Inezia inornata,2,BO-B,L1059575,-14.8754463,-64.8749542,2015-08-11,27,,,06:40:00,obsr104040,S24577460,eBird - Traveling Count,289,5,4,1,
Plain Tyrannulet,Inezia inornata,2,BO-B,L1059575,-14.8754463,-64.8749542,2015-08-12,27,,,06:32:00,obsr104040,S24587565,eBird - Traveling Count,193,4,2,1,
Plain Tyrannulet,Inezia inornata,X,AR-P,L2761869,-26.2473333,-58.836,2015-09-27,27,,,08:00:00,obsr426825,S25257732,eBird - Traveling Count,960,6,9,1,
Plain Tyrannulet,Inezia inornata,1,BR-MT,L1464769,-16.7581146,-56.8772335,2015-09-04,27,,,05:59:00,obsr50983,S24883424,eBird - Traveling Count,207,3.219,1,1,
Plain Tyrannulet,Inezia inornata,1,BR-MT,L1464769,-16.7581146,-56.8772335,2015-09-03,27,,,05:51:00,obsr50983,S24872193,eBird - Traveling Count,332,3.219,1,1,
Plain Tyrannulet,Inezia inornata,X,BR-MS,L3752251,-21.09977,-57.84441,2015-06-22,27,,,07:10:00,obsr431534,S24062165,eBird - Traveling Count,606,90,4,1,
Plain Tyrannulet,Inezia inornata,X,BR-MS,L3752251,-21.09977,-57.84441,2015-06-23,27,,,06:00:00,obsr431534,S24063628,eBird - Traveling Count,720,29,4,1,
Plain Tyrannulet,Inezia inornata,1,BR-MT,L3879863,-16.6101396,-56.7302656,2015-08-15,27,,,15:30:00,obsr203566,S24873852,eBird - Traveling Count,140,8.047,10,1,G1393838
Plain Tyrannulet,Inezia inornata,1,BR-MT,L3879863,-16.6101396,-56.7302656,2015-08-15,27,,,15:30:00,obsr59797,S24847037,eBird - Traveling Count,140,8.047,10,1,G1393838
Plain Tyrannulet,Inezia inornata,1,BR-MT,L3879863,-16.6101396,-56.7302656,2015-08-15,27,,,15:30:00,obsr652128,S25096622,eBird - Traveling Count,140,8.047,10,1,G1393838
Plain Tyrannulet,Inezia inornata,1,BR-MT,L875081,-17.3645242,-56.7751122,2015-08-18,27,,,15:30:00,obsr652128,S25096820,eBird - Traveling Count,220,35.406,10,1,G1393832
Plain Tyrannulet,Inezia inornata,1,BR-MT,L875081,-17.3645242,-56.7751122,2015-08-18,27,,,15:30:00,obsr203566,S24873873,eBird - Traveling Count,220,35.406,10,1,G1393832
Plain Tyrannulet,Inezia inornata,1,BR-MT,L875081,-17.3645242,-56.7751122,2015-08-18,27,,,15:30:00,obsr59797,S24847019,eBird - Traveling Count,220,35.406,10,1,G1393832
Plain Tyrannulet,Inezia inornata,1,BR-MS,L3741055,-22.08292,-57.94035,2015-06-20,27,,,14:52:00,obsr431534,S24001979,eBird - Traveling Count,120,8.047,1,1,
Plain Tyrannulet,Inezia inornata,1,BR-MT,L891932,-16.3786111,-56.6208333,2015-08-21,27,,,10:45:00,obsr652128,S25096808,eBird - Traveling Count,90,2,10,1,G1397235
Plain Tyrannulet,Inezia inornata,2,BR-MT,L3871573,-16.5880323,-56.7263605,2015-08-08,27,,,08:45:00,obsr303797,S24997224,eBird - Traveling Count,195,2,6,1,G1404433
Plain Tyrannulet,Inezia inornata,1,BR-MT,L891932,-16.3786111,-56.6208333,2015-08-21,27,,,10:45:00,obsr59797,S25008491,eBird - Traveling Count,90,2,10,1,G1397235
Plain Tyrannulet,Inezia inornata,5,BR-MT,L3871700,-17.3334205,-56.790648,2015-08-10,27,,,15:50:00,obsr303797,S24997180,eBird - Traveling Count,120,5.5,6,1,G1404419
Plain Tyrannulet,Inezia inornata,1,BR-MT,L3879930,-17.1908337,-56.9225264,2015-08-19,27,,,08:30:00,obsr203566,S24873901,eBird - Traveling Count,280,83.686,10,1,G1393830
Plain Tyrannulet,Inezia inornata,1,PY-15,L3681915,-22.5703869,-59.3384027,2015-04-30,27,,,06:00:00,obsr538107,S23574654,eBird - Traveling Count,380,8,2,1,
Plain Tyrannulet,Inezia inornata,1,BR-MT,L3879930,-17.1908337,-56.9225264,2015-08-19,27,,,08:30:00,obsr652128,S25096817,eBird - Traveling Count,280,83.686,10,1,G1393830
Plain Tyrannulet,Inezia inornata,1,PY-19,L3585912,-20.8871243,-61.8529987,2015-04-22,27,,,06:35:00,obsr431534,S23022633,eBird - Traveling Count,600,42.187,4,1,
Plain Tyrannulet,Inezia inornata,1,BR-MT,L3881208,-16.5937373,-56.7225194,2015-08-16,27,,,08:30:00,obsr203566,S24844121,eBird - Traveling Count,285,3.4,10,1,G1393988
Plain Tyrannulet,Inezia inornata,1,BR-MT,L3881208,-16.5937373,-56.7225194,2015-08-16,27,,,08:30:00,obsr652128,S25096619,eBird - Traveling Count,285,3.4,10,1,G1393988
Plain Tyrannulet,Inezia inornata,1,BR-MT,L3881208,-16.5937373,-56.7225194,2015-08-16,27,,,08:30:00,obsr59797,S24849271,eBird - Traveling Count,285,3.4,10,1,G1393988
Plain Tyrannulet,Inezia inornata,1,BR-MT,L2312534,-17.2992208,-56.8381275,2015-08-10,27,,,06:10:00,obsr303797,S24997183,eBird - Traveling Count,380,20,6,1,G1404420
Plain Tyrannulet,Inezia inornata,3,PY-15,L3742524,-22.5316645,-58.9865828,2015-04-30,27,,,06:00:00,obsr538107,S24010412,eBird - Traveling Count,240,6,2,1,
Plain Tyrannulet,Inezia inornata,1,BR-MS,L3736374,-21.70381,-57.88711,2015-06-19,27,,,06:30:00,obsr431534,S23979087,eBird - Traveling Count,240,40.233,4,1,
Plain Tyrannulet,Inezia inornata,3,PY-19,L3681919,-22.7636771,-60.4504895,2015-05-04,27,,,06:30:00,obsr538107,S23663335,eBird - Traveling Count,360,6,2,1,
Plain Tyrannulet,Inezia inornata,2,PE-MDD,L2224739,-12.7905868,-69.338665,2015-05-09,27,,,14:17:00,obsr315588,S23380597,eBird - Traveling Count,180,2,5,1,
Plain Tyrannulet,Inezia inornata,2,BR-MT,L875085,-16.7842068,-56.844017,2015-08-28,27,,,06:30:00,obsr334540,S24807188,Historical,480,100,13,1,G1390219
Plain Tyrannulet,Inezia inornata,X,BR-MT,L875085,-16.7842068,-56.844017,2015-09-14,27,,,07:00:00,obsr555817,S26470490,Historical,480,25,10,1,
Plain Tyrannulet,Inezia inornata,2,BR-MT,L875085,-16.7842068,-56.844017,2015-08-28,27,,,06:30:00,obsr37316,S24799676,Historical,480,100,13,1,G1390219
Plain Tyrannulet,Inezia inornata,1,BR-MT,L875081,-17.3645242,-56.7751122,2015-08-10,27,,,06:30:00,obsr168098,S24876734,eBird - Traveling Count,510,241.402,9,1,
Plain Tyrannulet,Inezia inornata,1,BO-S,L1008520,-19.76365,-63.56358,2015-09-16,27,,,09:16:00,obsr37316,S25128696,eBird - Traveling Count,60,1.609,9,1,G1415347
Plain Tyrannulet,Inezia inornata,5,BO-S,L1008522,-20.44882,-63.20817,2015-09-14,27,,,06:05:00,obsr37316,S25050641,eBird - Traveling Count,580,25.749,9,1,G1415358
Plain Tyrannulet,Inezia inornata,2,BO-S,L3904532,-18.665882,-63.246529,2015-09-13,27,,,09:45:00,obsr37316,S25022325,eBird - Traveling Count,100,2.575,9,1,G1415365
Plain Tyrannulet,Inezia inornata,1,AR-H,L4158716,-25.6052832,-63.2966566,2015-12-10,27,,,06:00:00,obsr20302,S26898549,eBird - Traveling Count,180,4.828,4,1,
Plain Tyrannulet,Inezia inornata,3,BR-MT,L971972,-17.2826279,-56.6988087,2015-08-11,27,,,06:00:00,obsr37316,S24623816,eBird - Casual Observation,,,8,0,G1377621
Plain Tyrannulet,Inezia inornata,2,BR-MT,L971972,-17.2826279,-56.6988087,2015-08-27,27,,,06:15:00,obsr334540,S24807179,eBird - Casual Observation,,,13,0,G1390176
Plain Tyrannulet,Inezia inornata,2,BR-MT,L971972,-17.2826279,-56.6988087,2015-08-12,27,,,06:00:00,obsr37316,S24624208,eBird - Casual Observation,,,8,0,G1377622
Plain Tyrannulet,Inezia inornata,1,BR-MT,L891932,-16.3786111,-56.6208333,2015-06-24,27,,,06:00:00,obsr338435,S24037580,eBird - Traveling Count,360,8.047,8,1,
Plain Tyrannulet,Inezia inornata,2,BR-MT,L971972,-17.2826279,-56.6988087,2015-08-27,27,,,06:15:00,obsr37316,S24799058,eBird - Casual Observation,,,13,0,G1390176
Plain Tyrannulet,Inezia inornata,3,BR-MT,L3129903,-16.7006556,-56.8422318,2015-08-13,27,,,06:00:00,obsr37316,S24628531,eBird - Casual Observation,,,8,0,G1377623
Plain Tyrannulet,Inezia inornata,1,PE-MDD,L3854276,-12.8415109,-71.3838387,2015-07-29,27,,,06:00:00,obsr539909,S30466916,eBird - Traveling Count,240,8.047,3,1,G1831052
Plain Tyrannulet,Inezia inornata,1,PE-MDD,L3854276,-12.8415109,-71.3838387,2015-07-29,27,,,06:00:00,obsr171928,S24649480,eBird - Traveling Count,240,8.047,3,1,G1831052
Plain Tyrannulet,Inezia inornata,1,BO-S,L3912591,-20.222028,-63.461578,2015-09-15,27,,,16:48:00,obsr37316,S25050784,eBird - Traveling Count,65,5.793,9,1,G1415353
Plain Tyrannulet,Inezia inornata,1,BR-MT,L874945,-16.4569228,-56.69135,2015-06-28,27,,,06:30:00,obsr338435,S24111039,eBird - Traveling Count,180,.483,7,1,
Plain Tyrannulet,Inezia inornata,X,BR-MT,L874945,-16.4569228,-56.69135,2015-08-28,27,,,,obsr278964,S26789219,Historical,,,,0,
Plain Tyrannulet,Inezia inornata,4,BO-S,L3904521,-18.45675,-63.185828,2015-09-13,27,,,06:58:00,obsr37316,S25022207,eBird - Traveling Count,123,3.219,9,1,G1415367
Plain Tyrannulet,Inezia inornata,1,BO-S,L816130,-17.9483605,-63.1605721,2015-09-12,27,,,06:45:00,obsr37316,S25006516,eBird - Traveling Count,298,2.012,8,1,G1415310
